Date,AAPL,AMZN,BA,GOOG,IBM,MGM,SP500,T,TSLA
2021-10-01,142.65,164.16,226.0,136.46,136.89,44.86,4357.04,20.51,258.41
2021-10-04,139.14,159.49,223.79,133.77,137.65,44.51,4300.46,20.58,260.51
2021-10-05,141.11,161.05,224.42,136.18,136.73,44.96,4345.72,20.65,260.2
2021-10-06,142.0,163.1,224.99,137.35,135.98,44.64,4363.55,20.62,260.92
2021-10-07,143.29,165.12,226.48,139.19,135.45,44.77,4399.76,20.46,264.54
2021-10-08,142.9,164.43,226.39,140.06,136.8,44.43,4391.34,20.22,261.83
2021-10-11,142.81,162.32,226.45,138.85,136.04,44.42,4361.19,19.66,263.98
2021-10-12,141.51,162.37,223.57,136.71,134.17,48.69,4350.65,19.2,268.57
2021-10-13,140.91,164.21,221.78,137.9,134.45,48.15,4363.8,19.11,270.36
2021-10-14,143.76,164.99,217.44,141.41,136.96,48.44,4438.26,19.35,272.77
2021-10-15,144.84,170.45,217.04,141.68,138.13,47.95,4471.37,19.41,281.01
2021-10-18,146.55,172.34,216.98,142.96,135.94,48.24,4486.46,19.13,290.04
2021-10-19,148.76,172.21,215.97,143.82,135.61,47.47,4519.63,19.32,288.09
2021-10-20,149.26,170.75,216.17,142.42,135.54,47.07,4536.19,19.57,288.6
2021-10-21,149.48,171.75,214.34,142.78,122.58,48.09,4549.78,19.45,298.0
2021-10-22,148.69,166.78,212.97,138.63,122.15,48.03,4544.9,19.25,303.23
2021-10-25,148.64,166.02,212.87,138.77,121.92,48.15,4566.48,19.36,341.62
2021-10-26,149.32,168.8,209.81,139.67,121.43,47.24,4574.79,19.16,339.48
2021-10-27,148.85,169.62,206.61,146.43,119.56,47.02,4551.68,18.92,345.95
2021-10-28,152.57,172.33,207.85,146.13,120.2,46.97,4596.42,19.29,359.01
2021-10-29,149.8,168.62,207.03,148.27,119.49,47.16,4605.38,19.08,371.33
2021-11-01,148.96,165.91,214.58,143.77,120.62,48.47,4613.67,19.16,402.86
2021-11-02,150.02,165.64,212.77,145.86,120.52,47.88,4630.65,19.05,390.67
2021-11-03,151.49,169.2,213.38,146.79,121.43,48.7,4660.57,19.02,404.62
2021-11-04,150.96,173.85,213.03,148.68,120.85,47.4,4680.06,18.73,409.97
2021-11-05,151.28,175.95,224.46,149.24,123.61,50.37,4697.53,18.95,407.36
2021-11-08,150.44,174.45,222.68,149.35,124.54,48.54,4701.7,18.79,387.65
2021-11-09,150.81,178.81,220.79,149.25,120.85,47.33,4685.25,18.66,341.17
2021-11-10,147.92,174.1,218.5,146.63,120.22,46.06,4646.71,18.84,355.98
2021-11-11,147.87,173.63,219.38,146.75,120.27,45.42,4649.27,18.82,354.5
2021-11-12,149.99,176.26,220.96,149.65,118.96,45.09,4682.85,18.83,344.47
2021-11-15,150.0,177.28,233.09,149.39,118.87,45.82,4682.8,18.73,337.8
2021-11-16,151.0,177.04,225.8,149.08,118.46,45.65,4700.9,18.62,351.58
2021-11-17,153.49,177.45,226.62,149.06,118.06,45.51,4688.67,18.62,363.0
2021-11-18,157.87,184.8,227.25,150.71,116.66,44.33,4704.54,18.42,365.46
2021-11-19,160.55,183.83,214.13,149.95,116.05,44.28,4697.96,18.22,379.02
2021-11-22,161.02,178.63,209.9,147.08,116.47,44.54,4682.94,18.65,385.62
2021-11-23,161.41,179.0,209.13,146.76,116.79,42.51,4690.7,18.7,369.68
2021-11-24,161.94,179.02,210.6,146.72,116.73,42.83,4701.46,18.48,372.0
2021-11-26,156.81,175.23,199.21,142.81,115.81,41.85,4594.62,18.29,360.64
2021-11-29,160.24,178.08,198.5,146.11,118.5,41.13,4655.27,18.04,379.0
2021-11-30,165.3,175.35,197.85,142.45,117.1,39.58,4567.0,17.24,381.59
2021-12-01,164.77,172.19,188.19,141.62,116.92,38.3,4513.04,16.79,365.0
2021-12-02,163.76,171.87,202.38,143.78,116.9,41.23,4577.1,17.41,361.53
2021-12-03,161.84,169.49,198.49,142.52,118.84,40.17,4538.43,17.72,338.32
2021-12-06,165.32,171.37,205.88,143.8,119.91,42.21,4591.67,17.58,336.34
2021-12-07,171.18,176.16,208.83,148.04,121.58,42.74,4686.75,17.43,350.58
2021-12-08,175.08,176.16,211.03,148.72,123.02,42.89,4701.21,17.5,356.32
2021-12-09,174.56,174.17,207.56,148.11,123.57,42.21,4667.45,17.32,334.6
2021-12-10,179.45,172.21,205.06,148.68,124.09,41.41,4712.02,17.25,339.01
2021-12-13,175.74,169.57,197.4,146.7,122.58,40.34,4668.97,16.95,322.14
2021-12-14,174.33,169.09,195.5,144.97,123.76,41.23,4634.09,16.83,319.5
2021-12-15,179.3,173.32,195.43,147.37,123.11,41.37,4709.85,16.74,325.33
2021-12-16,172.26,168.87,190.79,144.84,125.93,40.8,4668.67,17.91,308.97
2021-12-17,171.14,170.02,192.63,142.8,127.4,42.28,4620.64,17.96,310.86
2021-12-20,169.75,167.08,188.48,142.4,127.06,42.07,4568.02,18.27,299.98
2021-12-21,172.99,170.42,199.52,144.22,128.97,44.81,4649.23,18.48,312.84
2021-12-22,175.64,171.04,201.69,146.95,129.75,45.28,4696.56,18.71,336.29
2021-12-23,176.28,171.07,204.22,147.14,130.63,45.74,4725.79,18.78,355.67
2021-12-27,180.33,169.67,203.17,148.06,131.62,45.21,4791.19,18.71,364.65
2021-12-28,179.29,170.66,206.13,146.45,132.63,44.22,4786.35,18.74,362.82
2021-12-29,179.38,169.2,203.66,146.5,133.35,44.49,4793.06,18.61,362.06
2021-12-30,178.2,168.64,202.71,146.0,133.91,44.76,4778.73,18.71,356.78
2021-12-31,177.57,166.72,201.32,144.68,133.66,44.88,4766.18,18.58,352.26
2022-01-03,182.01,170.4,207.86,145.07,136.04,45.48,4796.56,19.2,399.93
2022-01-04,179.7,167.52,213.63,144.42,138.02,45.39,4793.54,19.36,383.2
2022-01-05,174.92,164.36,213.07,137.65,138.22,43.04,4700.58,19.79,362.71
2022-01-06,172.0,163.25,211.34,137.55,135.34,44.32,4696.05,19.72,354.9
2022-01-07,172.17,162.55,215.5,137.0,134.83,44.53,4677.03,19.85,342.32
2022-01-10,172.19,161.49,209.31,138.57,135.03,43.62,4670.29,19.98,352.71
2022-01-11,175.08,165.36,216.02,140.02,132.87,44.95,4713.07,19.89,354.8
2022-01-12,175.53,165.21,217.45,141.65,133.59,44.8,4726.35,19.97,368.74
2022-01-13,172.19,161.21,223.9,139.13,134.76,44.25,4659.03,20.24,343.85
2022-01-14,173.07,162.14,225.96,139.79,134.21,44.47,4662.85,20.53,349.87
2022-01-18,169.8,158.92,225.01,136.29,132.94,43.83,4577.11,20.62,343.5
2022-01-19,166.23,156.3,217.08,135.65,131.58,42.21,4532.76,20.6,331.88
2022-01-20,164.51,151.67,214.19,133.51,130.82,41.55,4482.73,20.4,332.09
2022-01-21,162.41,142.64,205.44,130.09,129.35,40.96,4397.94,20.1,314.63
2022-01-24,161.62,144.54,204.2,130.37,128.82,41.89,4410.13,19.89,310.0
2022-01-25,159.78,139.99,204.1,126.74,136.1,41.98,4356.45,20.0,306.13
2022-01-26,159.69,138.87,194.27,129.24,134.26,41.68,4349.93,18.31,312.47
2022-01-27,159.22,139.64,189.75,129.12,132.52,40.62,4326.51,18.21,276.37
2022-01-28,170.33,143.98,190.57,133.29,134.5,41.63,4431.85,19.04,282.12
2022-01-31,174.78,149.57,200.24,135.7,133.57,42.72,4515.55,19.26,312.24
2022-02-01,174.61,151.19,208.34,137.88,135.53,44.16,4546.54,18.44,310.42
2022-02-02,175.84,150.61,207.52,148.04,137.25,43.64,4589.38,18.53,301.89
2022-02-03,172.9,138.85,206.39,142.65,137.78,42.98,4477.44,18.55,297.05
2022-02-04,172.39,157.64,206.45,143.02,137.15,44.54,4500.53,18.18,307.77
2022-02-07,171.66,157.94,211.92,138.94,137.24,45.61,4483.87,18.07,302.45
2022-02-08,174.83,161.41,213.27,139.21,137.02,47.2,4521.54,18.08,307.33
2022-02-09,176.28,161.19,215.86,141.45,137.79,48.52,4587.18,18.5,310.67
2022-02-10,172.12,159.0,218.75,138.6,133.52,47.07,4504.08,18.31,301.52
2022-02-11,168.64,153.29,212.3,134.13,132.69,45.46,4418.64,18.22,286.67
2022-02-14,168.88,155.17,210.04,135.3,130.15,44.65,4401.67,18.16,291.92
2022-02-15,172.79,156.51,217.73,136.43,129.94,45.08,4471.07,18.38,307.48
2022-02-16,172.55,158.1,218.93,137.49,129.18,45.17,4475.01,18.08,307.8
2022-02-17,168.88,154.65,213.58,132.31,124.97,43.68,4380.26,17.94,292.12
2022-02-18,167.3,152.6,209.03,130.47,124.35,43.56,4348.87,18.03,285.66
2022-02-22,164.32,150.2,198.74,129.4,123.92,43.23,4304.76,17.94,273.84
2022-02-23,160.07,144.83,196.42,127.59,122.07,42.48,4225.5,17.75,254.68
2022-02-24,162.74,151.36,198.43,132.67,121.97,43.51,4288.7,17.54,266.92
2022-02-25,164.85,153.79,201.48,134.52,124.18,45.12,4384.65,18.06,269.96
2022-02-28,165.12,153.56,205.34,134.89,122.51,44.29,4373.94,17.89,290.14
2022-03-01,163.2,151.14,194.91,134.17,121.35,41.92,4306.26,17.77,288.12
2022-03-02,166.56,152.05,197.81,134.75,123.86,43.73,4386.54,17.99,293.3
2022-03-03,166.23,147.9,188.85,134.31,125.93,43.35,4363.49,18.06,279.76
2022-03-04,163.17,145.64,180.84,132.12,126.62,41.54,4328.87,18.03,279.43
2022-03-07,159.3,137.45,169.17,126.46,126.07,37.48,4201.09,17.8,268.19
2022-03-08,157.44,136.01,173.8,127.28,125.68,37.63,4170.7,17.37,274.8
2022-03-09,162.95,139.28,178.56,133.87,126.22,40.28,4277.88,17.57,286.32
2022-03-10,158.52,146.82,178.39,132.68,124.35,40.89,4259.52,17.51,279.43
2022-03-11,154.73,145.52,176.23,130.48,123.96,40.11,4204.31,17.51,265.12
2022-03-14,150.62,141.85,175.52,126.74,123.94,38.8,4173.11,17.29,255.46
2022-03-15,155.09,147.37,179.89,129.66,125.64,40.09,4262.45,17.44,267.3
2022-03-16,159.59,153.1,188.99,133.69,127.04,42.17,4357.86,17.51,280.08
2022-03-17,160.62,157.24,190.19,134.6,127.96,41.94,4411.67,17.51,290.53
2022-03-18,163.98,161.25,192.83,136.8,128.76,42.17,4463.12,17.54,301.8
2022-03-21,165.38,161.49,185.9,136.48,128.1,41.83,4461.18,17.49,307.05
2022-03-22,168.82,164.89,191.04,140.28,129.06,41.97,4511.61,17.53,331.33
2022-03-23,170.21,163.41,186.04,138.5,128.3,41.41,4456.24,17.53,333.04
2022-03-24,174.07,163.65,189.05,141.31,129.25,42.16,4520.16,17.62,337.97
2022-03-25,174.72,164.77,188.95,141.52,131.35,42.2,4543.06,18.0,336.88
2022-03-28,175.6,168.99,188.16,141.95,131.47,42.19,4575.52,18.03,363.95
2022-03-29,178.96,169.32,193.8,143.25,131.94,43.61,4631.6,18.12,366.52
2022-03-30,177.77,166.3,194.91,142.64,132.13,43.16,4602.45,18.23,364.66
2022-03-31,174.61,163.0,191.5,139.65,130.02,41.94,4530.41,17.84,359.2
2022-04-01,174.31,163.56,190.76,140.7,130.15,41.87,4545.86,18.11,361.53
2022-04-04,178.44,168.35,191.18,143.64,130.27,42.5,4582.64,18.26,381.82
2022-04-05,175.06,164.06,182.65,141.06,128.89,41.66,4525.12,18.04,363.75
2022-04-06,171.83,158.76,178.72,137.18,129.39,39.74,4481.15,18.15,348.59
2022-04-07,172.14,157.78,177.97,136.47,128.55,39.18,4500.21,17.92,352.42
2022-04-08,170.09,154.46,175.2,134.01,127.73,39.2,4488.28,18.23,341.83
2022-04-11,165.75,151.12,175.03,129.8,126.37,39.51,4412.53,19.63,325.31
2022-04-12,167.66,150.79,176.28,128.37,125.98,39.55,4397.45,19.56,328.98
2022-04-13,170.4,155.54,182.87,130.29,126.14,41.28,4446.59,19.42,340.79
2022-04-14,165.29,151.71,181.94,127.25,126.56,41.6,4392.59,19.54,328.33
2022-04-18,165.07,152.79,179.85,127.96,126.17,41.16,4391.69,19.46,334.76
2022-04-19,167.4,158.12,185.98,130.53,129.15,42.77,4462.21,19.49,342.72
2022-04-20,167.23,154.0,183.55,128.25,138.32,43.35,4459.45,19.43,325.73
2022-04-21,166.42,148.3,181.02,124.94,139.85,42.17,4393.66,20.21,336.26
2022-04-22,161.79,144.35,176.92,119.61,138.25,41.08,4271.78,19.52,335.02
2022-04-25,162.88,146.07,175.91,123.25,139.1,42.03,4296.12,19.51,332.67
2022-04-26,156.8,139.39,167.04,119.51,136.19,40.35,4175.2,19.3,292.14
2022-04-27,156.57,138.17,154.46,115.02,135.06,40.34,4183.96,19.07,293.84
2022-04-28,163.64,144.6,154.22,119.41,135.74,42.11,4287.5,19.42,292.5
2022-04-29,157.65,124.28,148.84,114.97,132.21,41.04,4131.93,18.86,290.25
2022-05-02,157.96,124.5,148.61,117.16,133.04,41.97,4155.38,19.12,300.98
2022-05-03,159.48,124.25,153.58,118.13,132.52,40.85,4175.48,19.33,303.08
2022-05-04,166.02,125.93,156.97,122.58,137.4,41.03,4300.17,19.95,317.54
2022-05-05,156.77,116.41,150.47,116.75,135.92,39.3,4146.87,19.95,291.09
2022-05-06,157.28,114.77,148.9,115.66,137.67,38.31,4123.34,20.03,288.55
2022-05-09,152.06,108.79,133.31,113.08,134.44,35.14,3991.24,19.55,262.37
2022-05-10,154.51,108.86,132.95,114.58,129.13,36.2,4001.05,19.36,266.68
2022-05-11,146.5,105.37,129.39,113.96,130.75,35.07,3935.18,19.43,244.67
2022-05-12,142.56,106.93,123.14,113.16,132.9,34.52,3930.08,19.72,242.67
2022-05-13,147.11,113.06,127.2,116.52,133.6,36.15,4023.89,19.84,256.53
2022-05-16,145.54,110.81,124.05,114.79,135.03,35.07,4008.01,20.28,241.46
2022-05-17,149.24,115.37,132.05,116.7,138.37,35.69,4088.85,20.57,253.87
2022-05-18,140.82,107.11,125.52,112.4,132.94,33.0,3923.68,20.23,236.6
2022-05-19,137.35,107.32,127.14,110.75,129.66,33.65,3900.79,20.21,236.47
2022-05-20,137.59,107.59,120.7,109.31,128.48,34.37,3901.36,20.4,221.3
2022-05-23,143.11,107.56,124.07,111.67,131.17,33.61,3973.75,20.74,224.97
2022-05-24,140.36,104.1,119.4,105.93,133.8,31.11,3941.48,21.16,209.39
2022-05-25,140.52,106.78,122.06,105.84,134.39,32.09,3978.73,21.3,219.6
2022-05-26,143.78,111.08,127.73,108.3,136.89,34.48,4057.84,21.32,235.91
2022-05-27,149.64,115.15,132.23,112.8,139.27,34.89,4158.24,21.29,253.21
2022-05-31,148.84,120.21,131.4,114.04,138.84,34.97,4132.15,21.29,252.75
2022-06-01,148.71,121.68,130.65,114.14,139.43,34.19,4101.23,21.22,246.79
2022-06-02,151.21,125.51,140.5,117.75,140.15,35.13,4176.82,21.19,258.33
2022-06-03,145.38,122.35,139.25,114.56,141.18,34.71,4108.54,20.9,234.52
2022-06-06,146.14,124.79,139.24,117.01,142.88,35.31,4121.43,20.94,238.28
2022-06-07,148.71,123.0,140.82,117.23,142.78,35.49,4160.68,21.14,238.89
2022-06-08,147.96,121.18,139.63,117.24,140.83,35.4,4115.77,21.05,241.87
2022-06-09,142.64,116.15,133.73,114.92,137.96,34.32,4017.82,20.88,239.71
2022-06-10,137.13,109.65,127.0,111.43,136.19,31.78,3900.86,20.69,232.23
2022-06-13,131.88,103.67,115.86,106.88,135.11,28.63,3749.63,19.76,215.74
2022-06-14,132.76,102.31,122.16,107.19,135.72,29.4,3735.48,19.45,220.89
2022-06-15,135.43,107.67,133.72,110.39,137.06,30.06,3789.99,19.44,233.0
2022-06-16,130.06,103.66,133.36,106.64,135.67,27.39,3666.77,18.96,213.1
2022-06-17,131.56,106.22,136.8,107.87,135.02,27.95,3674.84,19.38,216.76
2022-06-21,135.87,108.68,136.75,112.02,137.85,27.67,3764.79,19.96,237.04
2022-06-22,135.35,108.95,137.16,112.03,137.08,27.33,3759.89,20.32,236.09
2022-06-23,138.27,112.44,133.97,112.68,138.44,27.17,3795.73,20.61,235.07
2022-06-24,141.66,116.46,141.53,118.54,142.06,30.24,3911.74,20.99,245.71
2022-06-27,141.66,113.22,138.72,116.62,142.8,30.03,3900.11,20.78,244.92
2022-06-28,137.44,107.4,138.7,112.57,141.86,29.88,3821.55,20.61,232.66
2022-06-29,139.23,108.92,138.45,112.26,140.71,29.17,3818.83,20.95,228.49
2022-06-30,136.72,106.21,136.72,109.37,141.19,28.95,3785.38,20.96,224.47
2022-07-01,138.93,109.56,139.84,109.08,141.12,30.0,3825.33,21.31,227.26
2022-07-05,141.56,113.5,137.7,113.89,137.62,30.36,3831.39,21.17,233.07
2022-07-06,142.92,114.33,136.31,115.21,138.08,29.54,3845.08,21.09,231.73
2022-07-07,146.35,116.33,139.97,119.31,140.83,29.75,3902.62,21.15,244.54
2022-07-08,147.04,115.54,139.07,120.17,140.47,29.34,3899.38,20.8,250.76
2022-07-11,144.87,111.75,136.99,116.52,141.0,28.4,3854.43,20.66,234.34
2022-07-12,145.86,109.22,147.15,114.85,139.18,28.91,3818.8,20.6,233.07
2022-07-13,145.49,110.4,143.95,112.19,137.18,29.04,3801.78,20.45,237.04
2022-07-14,148.47,110.63,147.15,111.44,139.06,28.43,3790.38,20.33,238.31
2022-07-15,150.17,113.55,147.74,112.77,139.92,29.23,3863.16,20.57,240.07
2022-07-18,147.07,113.76,147.72,109.91,138.13,29.51,3830.85,20.53,240.55
2022-07-19,151.0,118.21,156.13,114.62,130.88,30.46,3936.69,20.8,245.53
2022-07-20,153.04,122.77,158.38,114.7,129.18,31.29,3959.9,20.48,247.5
2022-07-21,155.35,124.63,161.41,115.04,127.15,31.44,3998.95,18.92,271.71
2022-07-22,154.09,122.42,158.16,108.36,128.25,30.94,3961.63,18.4,272.24
2022-07-25,152.95,121.14,156.64,108.21,128.54,30.78,3966.84,18.53,268.43
2022-07-26,151.6,114.81,155.92,105.44,128.08,29.93,3921.05,18.3,258.86
2022-07-27,156.79,120.97,156.09,113.6,129.12,31.41,4023.61,18.39,274.82
2022-07-28,157.35,122.28,159.09,114.59,129.22,32.61,4072.43,18.58,280.9
2022-07-29,162.51,134.95,159.31,116.64,130.79,32.73,4130.29,18.78,297.15
2022-08-01,161.51,135.39,169.07,115.48,132.04,32.84,4118.63,18.73,297.28
2022-08-02,160.01,134.16,163.28,115.9,131.81,33.06,4091.19,18.36,300.59
2022-08-03,166.13,139.52,166.64,118.78,132.34,34.2,4155.17,18.37,307.4
2022-08-04,165.81,142.57,166.5,118.87,131.64,35.45,4151.94,18.27,308.63
2022-08-05,165.35,140.8,165.04,118.22,132.48,34.71,4145.19,18.35,288.17
2022-08-08,164.87,139.41,165.89,118.14,132.61,34.5,4140.06,18.0,290.42
2022-08-09,164.92,137.83,164.85,117.5,129.47,33.92,4122.47,18.1,283.33
2022-08-10,169.24,142.69,169.02,120.65,131.5,34.48,4210.24,18.01,294.36
2022-08-11,168.49,140.64,167.88,119.82,132.54,34.91,4207.27,18.04,286.63
2022-08-12,172.1,143.55,169.99,122.65,134.01,35.6,4280.15,18.27,300.03
2022-08-15,173.19,143.18,170.47,122.88,134.93,35.54,4297.14,18.39,309.32
2022-08-16,173.03,144.78,172.08,122.51,136.56,36.17,4305.2,18.57,306.56
2022-08-17,174.55,142.1,167.2,120.32,137.79,35.01,4274.04,18.42,304.0
2022-08-18,174.15,142.3,168.69,120.86,139.07,35.62,4283.74,18.43,302.87
2022-08-19,171.52,138.23,162.92,118.12,138.37,34.73,4228.48,18.43,296.67
2022-08-22,167.57,133.22,158.98,115.07,135.55,33.77,4137.99,18.13,289.91
2022-08-23,167.23,133.62,160.07,114.77,134.74,34.3,4128.73,18.06,296.45
2022-08-24,167.53,133.8,163.6,114.7,133.23,34.67,4140.77,18.01,297.1
2022-08-25,170.03,137.28,169.38,117.7,133.98,35.22,4199.12,18.09,296.07
2022-08-26,163.62,130.75,164.53,111.3,130.38,33.58,4057.66,17.89,288.09
2022-08-29,161.38,129.79,165.42,110.34,130.31,33.75,4030.61,17.78,284.82
2022-08-30,158.91,128.73,162.21,109.91,129.58,32.96,3986.16,17.82,277.7
2022-08-31,157.22,126.77,160.25,109.15,128.45,32.64,3955.0,17.54,275.61
2022-09-01,157.96,127.82,153.66,110.55,129.66,32.45,3966.85,17.5,277.16
2022-09-02,155.81,127.51,151.82,108.68,127.79,32.86,3924.26,17.19,270.21
2022-09-06,154.53,126.11,152.39,107.48,126.72,32.77,3908.19,16.79,274.42
2022-09-07,155.96,129.48,155.95,110.48,127.71,33.59,3979.87,16.87,283.7
2022-09-08,154.46,129.82,157.79,109.42,128.47,34.06,4006.18,16.77,289.26
2022-09-09,157.37,133.27,157.52,111.78,129.19,35.06,4067.36,17.03,299.68
2022-09-12,163.43,136.45,158.72,111.87,130.66,36.05,4110.41,17.38,304.42
2022-09-13,153.84,126.82,147.31,105.31,127.25,33.87,3932.69,16.83,292.13
2022-09-14,155.31,128.55,149.26,105.87,127.69,34.02,3946.01,16.77,302.61
2022-09-15,152.37,126.28,149.78,103.9,125.49,34.43,3901.35,16.76,303.75
2022-09-16,150.7,123.53,144.29,103.63,127.27,33.36,3873.33,16.74,303.35
2022-09-19,154.48,124.66,144.88,103.85,127.73,34.36,3899.89,16.76,309.07
2022-09-20,156.9,122.19,145.94,101.83,126.3,34.57,3855.93,16.56,308.73
2022-09-21,153.72,118.54,143.29,100.01,124.93,32.78,3789.93,16.25,300.8
2022-09-22,152.74,117.31,138.71,100.57,125.31,30.61,3757.99,16.24,288.59
2022-09-23,150.43,113.78,131.26,99.17,122.71,30.05,3693.23,16.01,275.33
2022-09-26,150.77,115.15,127.34,98.81,122.01,29.99,3655.04,15.67,276.01
2022-09-27,151.76,114.41,127.51,98.09,121.74,29.98,3647.29,15.73,282.94
2022-09-28,149.84,118.01,133.44,100.74,122.76,30.62,3719.04,15.83,287.81
2022-09-29,142.48,114.8,125.33,98.09,121.63,29.99,3640.47,15.53,268.21
2022-09-30,138.2,113.0,121.08,96.15,118.81,29.72,3585.62,15.34,265.25
2022-10-03,142.45,115.88,126.05,99.3,121.51,30.61,3678.43,15.9,242.4
2022-10-04,146.1,121.09,133.51,102.41,125.5,32.88,3790.93,16.09,249.44
2022-10-05,146.4,120.95,132.11,102.22,125.74,33.58,3783.28,15.93,240.81
2022-10-06,145.43,120.3,132.2,102.24,122.23,33.32,3744.52,15.32,238.13
2022-10-07,140.09,114.56,129.79,99.57,118.82,32.68,3639.66,14.94,223.07
2022-10-10,140.42,113.67,131.9,98.71,117.75,31.42,3612.39,14.9,222.96
2022-10-11,138.98,112.21,131.57,98.05,117.8,30.56,3588.84,14.81,216.5
2022-10-12,138.34,112.9,130.42,98.3,117.57,30.89,3577.03,14.63,217.24
2022-10-13,142.99,112.53,132.4,99.71,121.79,30.72,3669.91,15.12,221.72
2022-10-14,138.38,106.9,133.15,97.18,120.04,30.64,3583.07,14.99,204.99
2022-10-17,142.41,113.79,136.09,100.78,121.52,32.25,3677.95,15.31,219.35
2022-10-18,143.75,116.36,137.34,101.39,122.94,32.57,3719.98,15.6,220.19
2022-10-19,143.86,115.07,138.39,100.29,122.51,32.46,3695.16,15.54,222.04
2022-10-20,143.39,115.25,139.13,100.53,128.3,32.46,3665.78,16.74,207.28
2022-10-21,147.27,119.32,141.32,101.48,129.9,33.92,3752.75,17.1,214.44
2022-10-24,149.45,119.82,142.05,102.97,132.69,33.97,3797.34,17.51,211.25
2022-10-25,152.34,120.6,146.65,104.93,132.93,34.19,3859.11,17.69,222.42
2022-10-26,149.35,115.66,133.79,94.82,135.01,34.33,3830.6,18.14,224.64
2022-10-27,144.8,110.96,139.76,92.6,134.77,34.5,3807.3,18.03,225.09
2022-10-28,155.74,103.41,143.84,96.58,138.51,35.96,3901.06,18.48,228.52
2022-10-31,153.34,102.44,142.51,94.66,138.29,35.57,3871.98,18.23,227.54
2022-11-01,150.65,96.79,143.38,90.5,138.2,35.94,3856.1,18.35,227.82
2022-11-02,145.03,92.12,147.41,87.07,136.83,35.11,3759.69,18.43,214.98
2022-11-03,138.88,89.3,156.75,83.49,134.47,31.41,3719.89,18.17,215.31
2022-11-04,138.38,90.98,160.01,86.7,136.96,33.84,3770.55,18.32,207.47
2022-11-07,138.92,90.53,164.91,88.65,138.34,34.19,3806.8,18.36,197.08
2022-11-08,139.5,89.98,169.62,88.91,140.04,34.49,3828.11,18.57,191.3
2022-11-09,134.87,86.14,168.74,87.4,137.39,33.56,3748.57,18.38,177.59
2022-11-10,146.87,96.63,177.58,94.17,141.23,35.31,3956.37,18.84,190.72
2022-11-11,149.7,100.79,177.49,96.73,143.17,36.63,3992.93,19.05,195.97
2022-11-14,148.28,98.49,173.55,96.03,144.2,36.95,3957.25,19.06,190.95
2022-11-15,150.04,98.94,175.35,98.72,144.34,37.49,3991.73,19.02,194.42
2022-11-16,148.79,97.12,172.69,98.99,144.52,37.02,3958.79,18.93,186.92
2022-11-17,150.72,94.85,172.78,98.5,146.09,37.04,3946.56,18.95,183.17
2022-11-18,151.29,94.14,173.89,97.8,147.64,36.74,3965.34,18.97,180.19
2022-11-21,148.01,92.46,172.94,95.83,146.68,35.76,3949.94,18.84,167.87
2022-11-22,150.18,93.2,172.5,97.33,149.1,35.47,4003.58,19.0,169.91
2022-11-23,151.07,94.13,174.85,98.82,148.75,35.88,4027.26,19.09,183.2
2022-11-25,148.11,93.41,178.36,97.6,148.37,35.73,4026.12,19.12,182.86
2022-11-28,144.22,93.95,171.83,96.25,146.18,34.92,3963.94,18.82,182.92
2022-11-29,141.17,92.42,175.32,95.44,146.49,35.86,3957.63,19.01,180.83
2022-11-30,148.03,96.54,178.88,101.45,148.9,36.86,4080.11,19.28,194.7
2022-12-01,148.31,95.5,175.78,101.28,149.16,37.27,4076.57,19.19,194.7
2022-12-02,147.81,94.13,182.87,100.83,148.67,37.08,4071.7,19.02,194.86
2022-12-05,146.63,91.01,185.1,99.87,147.41,37.8,3998.84,18.75,182.45
2022-12-06,142.91,88.25,178.43,97.31,147.5,37.32,3941.26,19.17,179.82
2022-12-07,140.94,88.46,176.5,95.15,147.27,36.38,3933.92,19.3,174.04
2022-12-08,142.65,90.35,179.08,93.95,147.78,37.01,3963.51,19.12,173.44
2022-12-09,142.16,89.09,179.54,93.07,147.05,36.35,3934.38,19.09,179.05
2022-12-12,144.49,90.55,186.27,93.56,149.21,36.9,3990.56,19.3,167.82
2022-12-13,145.47,92.49,187.13,95.85,150.57,37.46,4019.65,19.12,160.95
2022-12-14,143.21,91.58,188.25,95.31,149.86,36.93,3995.32,18.9,156.8
2022-12-15,136.5,88.45,183.72,91.2,142.36,36.22,3895.75,18.47,157.67
2022-12-16,134.51,87.86,184.7,90.86,140.16,35.66,3852.36,18.49,150.23
2022-12-19,132.37,84.92,185.68,89.15,138.87,34.22,3817.66,17.86,149.87
2022-12-20,132.3,85.19,188.29,89.63,141.28,34.37,3821.62,18.07,137.8
2022-12-21,135.45,86.77,196.0,90.25,142.14,34.57,3878.44,18.15,137.57
2022-12-22,132.23,83.79,188.25,88.26,140.88,33.75,3822.39,18.27,125.35
2022-12-23,131.86,85.25,189.06,89.81,141.65,33.82,3844.82,18.31,123.15
2022-12-27,130.03,83.04,189.4,87.93,142.42,33.87,3829.25,18.46,109.1
2022-12-28,126.04,81.82,188.38,86.46,140.02,32.43,3783.22,18.22,112.71
2022-12-29,129.61,84.18,188.91,88.95,141.06,33.26,3849.28,18.45,121.82
2022-12-30,129.93,84.0,190.49,88.73,140.89,33.53,3839.5,18.41,123.18
2023-01-03,125.07,85.82,195.39,89.7,141.55,33.28,3824.14,18.74,108.1
2023-01-04,126.36,85.14,203.64,88.71,142.6,35.54,3852.97,19.14,113.64
