Date,AAPL,AMZN,BA,GOOG,IBM,MGM,SP500,T,TSLA
2024-04-11,175.04,189.05,173.36,160.79,185.9,44.72,5199.06,16.42,174.6
2024-04-12,176.55,186.13,169.55,159.19,182.27,42.48,5123.41,16.31,171.05
2024-04-15,172.69,183.62,167.82,156.33,181.25,42.85,5061.82,16.24,161.48
2024-04-16,169.38,183.32,170.55,156.0,183.75,42.7,5051.41,16.09,157.11
2024-04-17,168.0,181.28,170.21,156.88,183.1,42.03,5022.21,16.12,155.45
2024-04-18,167.04,179.22,170.23,157.46,181.47,42.04,5011.12,16.33,149.93
2024-04-19,165.0,174.63,169.82,155.72,181.58,42.42,4967.23,16.51,147.05
2024-04-22,165.84,177.23,170.48,157.95,181.9,42.43,5010.6,16.31,142.05
2024-04-23,166.9,179.54,169.18,159.92,182.19,42.85,5070.55,16.5,144.68
2024-04-24,169.02,176.59,164.33,161.1,184.1,42.71,5071.63,16.81,162.13
2024-04-25,169.89,173.67,166.81,157.95,168.91,42.18,5048.42,16.58,170.18
2024-04-26,169.3,179.62,167.22,173.69,167.13,41.09,5099.96,16.75,168.29
2024-04-29,173.5,180.96,173.49,167.9,167.43,41.61,5116.17,17.02,194.05
2024-04-30,170.33,175.0,167.84,164.64,166.2,39.44,5035.69,16.89,183.28
2024-05-01,169.3,179.0,171.46,165.57,164.43,39.75,5018.39,16.92,179.99
2024-05-02,173.03,184.72,178.85,168.46,164.69,40.87,5064.2,16.82,180.01
2024-05-03,183.38,186.21,179.79,168.99,165.71,41.04,5127.79,16.85,181.19
2024-05-06,181.71,188.7,178.35,169.83,168.61,41.01,5180.74,16.99,184.76
2024-05-07,182.4,188.76,176.71,172.98,168.38,40.64,5187.7,17.08,177.81
2024-05-08,182.74,188.0,180.35,171.16,169.9,40.04,5187.67,17.11,174.72
2024-05-09,184.57,189.5,181.25,171.58,166.27,40.85,5214.08,17.18,171.97
2024-05-10,183.05,187.48,178.51,170.29,167.15,40.57,5222.68,17.17,168.47
2024-05-13,186.28,186.57,178.44,170.9,167.56,40.93,5221.42,17.26,171.89
2024-05-14,187.43,187.07,180.76,171.93,167.36,41.29,5246.68,17.3,177.55
2024-05-15,189.72,185.99,176.99,173.88,168.26,41.55,5308.15,17.33,173.99
2024-05-16,189.84,183.63,182.96,175.43,168.97,41.65,5297.1,17.3,174.84
2024-05-17,189.87,184.7,184.95,177.29,169.03,41.03,5303.27,17.4,177.46
2024-05-20,191.04,183.54,186.61,178.46,169.92,41.36,5308.13,17.52,174.95
