Date,Open,High,Low,Close,Volume
05/19/2020,54.34,54.8,53.74,53.87,"14,45,47,824"
05/20/2020,54.7,55.07,54.12,54.37,"10,96,39,060"
05/21/2020,54.4,55.5,53.07,55.17,"18,38,18,692"
05/22/2020,54.81,55.45,54.13,54.46,"14,98,12,133"
05/26/2020,55.63,55.64,54.38,54.59,"12,13,46,035"
05/27/2020,54.72,55.18,52.33,54.68,"17,32,42,942"
05/28/2020,54.23,54.98,53.45,53.72,"10,91,36,590"
05/29/2020,53.92,55.67,53.61,55.67,"17,71,87,342"
06-01-2020,57.2,59.93,56.94,59.87,"22,62,79,490"
06-02-2020,59.65,60.58,58.07,58.77,"20,34,83,991"
06-03-2020,59.21,59.86,58.67,58.86,"11,92,42,030"
06-04-2020,59.33,59.72,57.23,57.63,"13,33,15,689"
06-05-2020,58.52,59.1,57.75,59.04,"11,71,78,750"
06-08-2020,61.27,63.33,60.61,63.33,"21,26,20,941"
06-09-2020,62.67,63.63,61.6,62.71,"17,08,22,242"
06-10-2020,66.13,68.5,65.5,68.34,"27,84,51,138"
06-11-2020,66.01,67.93,64.8,64.86,"23,87,47,189"
06-12-2020,65.33,65.87,60.84,62.35,"25,14,50,524"
06/15/2020,61.19,66.59,60.57,66.06,"23,54,57,675"
06/16/2020,67.46,67.53,64.16,65.48,"21,07,66,191"
06/17/2020,65.85,67,65.5,66.12,"14,83,61,993"
06/18/2020,66.87,67.95,66.3,66.93,"14,62,79,034"
06/19/2020,67.52,67.73,66.09,66.73,"13,01,96,229"
06/22/2020,66.66,67.26,66,66.29,"9,54,35,246"
06/23/2020,66.59,67.47,66.27,66.79,"9,54,79,061"
06/24/2020,66.27,66.73,63.54,64.06,"16,43,93,843"
06/25/2020,63.62,65.73,62.48,65.73,"13,88,18,229"
06/26/2020,66.32,66.33,63.66,63.98,"13,28,23,614"
06/29/2020,64.6,67.33,63.23,67.29,"13,53,96,054"
06/30/2020,67.1,72.51,66.92,71.99,"25,37,77,489"
07-01-2020,72.2,75.69,72.03,74.64,"19,99,03,491"
07-02-2020,81.43,81.87,79.04,80.58,"25,87,51,774"
07-06-2020,85.11,91.85,84.4,91.44,"30,85,47,871"
07-07-2020,93.67,95.3,89.11,92.66,"32,23,44,856"
07-08-2020,93.67,94.48,87.42,91.06,"24,46,69,654"
07-09-2020,93.13,93.9,90.09,92.95,"17,57,63,992"
07-10-2020,93.07,103.26,91.73,102.98,"35,00,63,250"
07/13/2020,110.6,119.67,98.07,99.8,"58,47,80,359"
07/14/2020,103.73,106,95.4,101.12,"35,12,72,100"
07/15/2020,102.87,103.33,97.13,103.07,"24,55,17,454"
07/16/2020,98.48,102.11,97.73,100.04,"21,45,11,856"
07/17/2020,100.9,102.5,99.33,100.06,"13,99,49,574"
07/20/2020,101.27,110,99.2,109.53,"25,68,20,524"
07/21/2020,109.33,111.67,103.87,104.56,"24,23,59,189"
07/22/2020,106.6,108.43,104.13,106.16,"21,24,16,191"
07/23/2020,111.93,112.6,98.72,100.87,"36,49,27,484"
07/24/2020,94.4,97.67,91.1,94.47,"29,09,49,272"
07/27/2020,95.67,103.2,94.2,102.64,"24,07,30,054"
07/28/2020,100.27,104.31,98.29,98.43,"23,71,30,475"
07/29/2020,100.07,102.32,99.13,99.94,"14,14,03,389"
07/30/2020,99.2,100.88,98.07,99.17,"11,43,15,595"
07/31/2020,101,101.14,94.73,95.38,"18,37,04,392"
08-03-2020,96.61,100.65,96.29,99,"13,21,40,184"
08-04-2020,99.67,101.83,97.47,99.13,"12,62,24,844"
08-05-2020,99.53,99.99,97.89,99,"7,46,70,222"
08-06-2020,99.39,101.15,98.48,99.31,"8,98,84,691"
08-07-2020,99.97,99.98,94.33,96.85,"13,34,46,294"
08-10-2020,96.53,97.17,92.39,94.57,"11,28,33,955"
08-11-2020,93.07,94.67,91,91.63,"12,93,87,504"
08-12-2020,98,105.67,95.67,103.65,"32,84,82,436"
08/13/2020,107.4,110.08,104.48,108.07,"30,63,79,667"
08/14/2020,111,111.25,108.44,110.05,"18,86,64,142"
08/17/2020,111.8,123.06,111.52,122.38,"30,36,34,787"
08/18/2020,126.6,128.26,123.01,125.81,"24,71,17,339"
08/19/2020,124.33,127.4,122.75,125.24,"18,30,79,942"
08/20/2020,124.05,134.8,123.8,133.46,"30,91,77,001"
08/21/2020,136.32,139.7,135,136.67,"32,23,43,401"
08/24/2020,141.75,141.93,128.5,134.28,"30,09,54,272"
08/25/2020,131.66,135.2,131.2,134.89,"15,98,83,343"
08/26/2020,137.33,144.4,136.91,143.54,"21,35,90,691"
08/27/2020,145.36,153.04,142.83,149.25,"35,53,95,569"
08/28/2020,153.01,154.57,145.77,147.56,"30,12,17,657"
08/31/2020,148.2,166.71,146.7,166.11,"35,51,23,184"
09-01-2020,167.38,167.5,156.84,158.35,"27,03,58,258"
09-02-2020,159.66,159.68,135.04,149.12,"28,85,28,367"
09-03-2020,135.74,143.93,134,135.67,"26,27,88,250"
09-04-2020,134.27,142.67,124.01,139.44,"33,09,65,708"
